base_price,competitor_price,demand,inventory,time_to_event,distance,demand_ratio,final_price,season_Autumn,season_Monsoon,season_Summer,season_Winter,customer_type_New,customer_type_Premium,customer_type_Regular
1004,4100,683,68,17,715,10.044117647058824,4316.5,0,1,0,0,0,0,1
1369,4449,735,119,414,240,6.176470588235294,4018.69,1,0,0,0,0,0,1
504,3189,525,488,658,1851,1.0758196721311475,699.42,0,0,1,0,1,0,0
943,149,233,115,240,1253,2.026086956521739,1561.7,0,0,1,0,0,0,1
1882,614,390,396,286,1498,0.9848484848484849,2458.54,1,0,0,0,0,0,1
1664,2891,550,230,346,1180,2.391304347826087,3077.38,0,1,0,0,1,0,0
1284,2878,311,272,375,218,1.1433823529411764,1867.33,0,0,1,0,1,0,0
846,2718,212,91,16,465,2.32967032967033,1470.61,1,0,0,0,1,0,0
1825,1937,951,281,587,195,3.3843416370106763,3766.06,0,0,0,1,0,0,1
3288,4771,598,58,260,270,10.310344827586206,14036.77,1,0,0,0,1,0,0
370,1265,580,386,361,1552,1.5025906735751295,580.35,0,1,0,0,1,0,0
4965,2349,966,41,399,1777,23.5609756097561,40368.6,1,0,0,0,1,0,0
4056,514,205,495,460,1788,0.41414141414141414,4928.69,0,0,0,1,1,0,0
271,2368,331,98,516,563,3.377551020408163,595.94,0,0,0,1,0,1,0
373,1204,427,437,85,356,0.977116704805492,509.42,1,0,0,0,0,1,0
2406,4958,628,489,63,540,1.2842535787321063,3353.1,0,0,0,1,0,1,0
1258,4758,351,28,100,476,12.535714285714286,6150.41,1,0,0,0,1,0,0
1806,3456,398,12,295,565,33.166666666666664,19995.97,0,1,0,0,0,0,1
1871,2516,18,387,162,308,0.046511627906976744,1946.3,0,1,0,0,0,1,0
521,2034,541,69,178,628,7.840579710144928,1888.26,0,1,0,0,1,0,0
1309,303,158,428,444,409,0.3691588785046729,1462.06,0,0,1,0,0,1,0
4775,168,392,251,328,1465,1.5617529880478087,7211.23,1,0,0,0,0,1,0
990,615,538,38,328,521,14.157894736842104,5463.45,0,1,0,0,1,0,0
4917,3663,21,84,42,1547,0.25,5747.77,1,0,0,0,1,0,0
3367,4556,485,79,242,485,6.139240506329114,9807.44,0,0,0,1,0,1,0
1573,1564,603,92,342,1643,6.554347826086956,5029.16,0,1,0,0,1,0,0
3343,1752,588,366,91,1837,1.6065573770491803,5243.33,0,0,1,0,0,1,0
4578,806,654,182,28,1877,3.5934065934065935,10156.63,0,1,0,0,0,1,0
2281,1725,965,420,459,1282,2.2976190476190474,4185.32,0,0,1,0,0,1,0
1549,4852,62,206,667,694,0.30097087378640774,1693.32,0,0,0,1,0,1,0
3196,3885,445,355,631,930,1.2535211267605635,4630.85,1,0,0,0,0,0,1
3356,1445,215,428,385,1194,0.5023364485981309,4150.31,0,0,0,1,0,0,1
3256,443,953,156,487,1485,6.108974358974359,10039.14,0,0,0,1,1,0,0
1690,3886,995,282,220,1861,3.528368794326241,3525.05,0,0,0,1,0,0,1
4339,635,924,44,264,651,21.0,32756.24,0,0,0,1,0,0,1
4081,454,754,122,121,797,6.180327868852459,11739.07,0,0,0,1,1,0,0
1535,3642,922,470,46,111,1.9617021276595745,2641.95,1,0,0,0,0,1,0
323,1082,63,215,280,604,0.2930232558139535,381.52,0,0,1,0,0,0,1
319,1445,589,167,115,220,3.5269461077844313,688.28,0,0,0,1,0,0,1
4374,3109,499,262,168,1029,1.9045801526717556,6887.48,0,1,0,0,0,0,1
1754,626,812,131,435,1556,6.198473282442748,5066.9,0,0,1,0,0,0,1
4628,1030,353,57,246,1637,6.192982456140351,14052.13,0,0,1,0,0,1,0
364,2856,178,194,484,1319,0.9175257731958762,509.81,0,1,0,0,1,0,0
1053,2382,918,282,375,1482,3.25531914893617,2255.95,0,1,0,0,0,0,1
4624,2046,170,110,280,1952,1.5454545454545454,7307.88,0,1,0,0,0,0,1
3833,4027,536,24,22,669,22.333333333333332,30747.7,0,1,0,0,0,0,1
2874,2641,712,137,714,1986,5.197080291970803,8079.54,0,1,0,0,0,0,1
3224,2016,536,219,68,895,2.4474885844748857,6052.47,0,0,0,1,1,0,0
579,3460,296,121,648,513,2.446280991735537,1037.62,0,0,1,0,0,1,0
3614,1693,884,279,58,1236,3.1684587813620073,7576.87,0,1,0,0,1,0,0
1453,3025,421,151,527,119,2.7880794701986753,2783.73,0,1,0,0,0,0,1
3422,3725,531,182,264,385,2.9175824175824174,6841.02,1,0,0,0,0,0,1
3978,1323,578,362,682,260,1.5966850828729282,6454.21,0,0,1,0,1,0,0
989,2059,208,175,423,1423,1.1885714285714286,1374.71,0,0,1,0,0,1,0
3954,1065,170,456,499,1199,0.37280701754385964,4745.72,0,0,0,1,0,1,0
1024,3778,784,128,291,1438,6.125,3077.14,0,0,1,0,0,1,0
2270,4412,398,212,169,134,1.8773584905660377,3885.58,0,1,0,0,0,1,0
2002,722,483,20,560,102,24.15,16728.44,1,0,0,0,1,0,0
4973,4548,390,258,462,385,1.5116279069767442,7748.42,0,0,1,0,1,0,0
2495,4887,774,313,608,455,2.472843450479233,4362.07,1,0,0,0,0,1,0
128,4826,640,257,556,1086,2.490272373540856,229.14,0,1,0,0,1,0,0
134,2472,601,163,353,960,3.687116564417178,291.28,1,0,0,0,1,0,0
3689,3048,133,332,240,901,0.4006024096385542,4310.97,0,0,1,0,0,0,1
2770,3399,834,34,283,566,24.529411764705884,25388.99,0,0,1,0,1,0,0
3465,1268,81,474,449,1841,0.17088607594936708,3667.26,0,0,0,1,1,0,0
688,4849,991,454,582,7,2.182819383259912,1157.77,0,1,0,0,0,1,0
3318,491,177,351,66,868,0.5042735042735043,3897.52,0,0,0,1,1,0,0
3238,3909,293,230,327,515,1.2739130434782608,4665.24,0,0,0,1,0,1,0
1003,2507,503,119,456,332,4.226890756302521,2288.68,0,1,0,0,0,0,1
4186,4964,45,419,477,1403,0.10739856801909307,4738.02,0,0,1,0,0,0,1
2269,4992,833,427,285,445,1.9508196721311475,3798.3,1,0,0,0,1,0,0
439,4360,184,99,31,335,1.8585858585858586,739.39,0,0,0,1,1,0,0
4370,4928,208,274,448,1492,0.7591240875912408,5779.67,0,0,1,0,0,1,0
1814,680,125,49,214,1961,2.5510204081632653,3413.88,0,0,1,0,0,0,1
4792,920,945,468,693,661,2.019230769230769,8390.78,0,0,0,1,0,1,0
4646,1347,324,272,714,288,1.1911764705882353,6875.33,0,0,0,1,1,0,0
656,223,948,167,580,1036,5.676646706586826,1795.82,0,0,0,1,0,0,1
3187,4539,229,127,25,997,1.8031496062992125,5353.93,0,0,1,0,1,0,0
3366,1974,900,459,373,1128,1.9607843137254901,5626.07,0,1,0,0,0,0,1
3667,623,587,265,397,1647,2.2150943396226417,6267.45,0,1,0,0,0,1,0
2156,3223,786,423,337,1287,1.8581560283687943,3562.18,0,0,0,1,1,0,0
3999,4324,143,205,672,1459,0.697560975609756,4971.71,1,0,0,0,1,0,0
1116,3298,640,323,280,173,1.9814241486068112,1864.61,0,0,1,0,0,0,1
2162,2885,131,320,623,1631,0.409375,2625.71,1,0,0,0,0,1,0
938,2218,842,23,559,321,36.608695652173914,11275.88,0,0,0,1,0,0,1
1737,1310,908,470,691,1980,1.9319148936170212,2793.96,0,0,1,0,0,0,1
4421,1126,979,127,548,1739,7.708661417322834,16045.91,0,1,0,0,0,0,1
3596,4217,430,226,198,1069,1.9026548672566372,5900.0,0,1,0,0,1,0,0
1913,4361,904,214,554,1570,4.224299065420561,4468.89,1,0,0,0,0,1,0
3579,597,501,86,479,211,5.825581395348837,10741.87,0,0,0,1,0,1,0
1551,4629,608,430,602,907,1.413953488372093,2410.19,1,0,0,0,0,1,0
2413,2905,298,389,580,737,0.7660668380462725,2980.68,0,0,0,1,0,0,1
1614,1793,658,181,70,417,3.6353591160220993,3496.55,0,1,0,0,0,1,0
1331,4858,62,399,505,264,0.15538847117794485,1520.21,0,0,1,0,0,1,0
1745,824,214,35,110,301,6.114285714285714,5034.74,0,1,0,0,1,0,0
3099,475,357,137,382,1480,2.605839416058394,5840.92,1,0,0,0,1,0,0
3540,4498,60,383,397,1250,0.1566579634464752,3825.26,0,0,1,0,1,0,0
4156,2552,848,151,409,104,5.6158940397351,11979.75,0,0,0,1,0,0,1
405,3959,931,401,351,987,2.321695760598504,697.96,0,1,0,0,1,0,0
3636,1786,921,33,534,221,27.90909090909091,36110.54,0,0,0,1,0,1,0
1823,4903,49,479,501,334,0.1022964509394572,1878.95,0,1,0,0,1,0,0
1789,356,259,241,707,418,1.0746887966804979,2425.54,0,0,0,1,0,0,1
1617,4594,227,432,421,1325,0.5254629629629629,1902.26,0,1,0,0,1,0,0
4017,3700,188,186,557,635,1.010752688172043,5344.91,0,1,0,0,0,1,0
519,150,560,350,111,1509,1.6,834.21,0,0,0,1,1,0,0
3036,694,192,244,209,961,0.7868852459016393,4095.99,0,1,0,0,1,0,0
3962,4831,745,328,439,1481,2.2713414634146343,7164.7,0,1,0,0,1,0,0
4329,3973,173,35,178,436,4.942857142857143,11382.55,0,1,0,0,0,0,1
1550,3536,755,275,425,394,2.7454545454545456,2891.89,1,0,0,0,0,0,1
3196,1172,386,470,328,734,0.8212765957446808,4092.87,0,1,0,0,0,0,1
3361,1576,714,371,11,43,1.9245283018867925,5465.79,0,0,0,1,0,0,1
1264,4970,506,126,252,210,4.015873015873016,3003.36,0,0,0,1,0,0,1
1969,3120,606,67,235,1873,9.044776119402986,7496.65,1,0,0,0,1,0,0
1919,1764,470,279,648,966,1.6845878136200716,3170.01,0,1,0,0,1,0,0
2805,4592,764,338,254,11,2.260355029585799,5081.99,1,0,0,0,0,0,1
3615,2830,483,464,566,216,1.040948275862069,5218.17,1,0,0,0,0,0,1
1442,1495,694,304,478,1188,2.2828947368421053,2541.14,0,1,0,0,1,0,0
2326,3997,914,131,129,225,6.977099236641221,7618.62,0,0,0,1,0,1,0
1179,4724,46,168,532,1761,0.27380952380952384,1311.62,0,1,0,0,1,0,0
4306,4880,608,187,100,1270,3.251336898395722,9019.63,1,0,0,0,0,0,1
4663,4145,650,153,290,658,4.248366013071895,11638.96,0,0,1,0,1,0,0
2879,2760,715,337,569,1727,2.121661721068249,4725.79,1,0,0,0,0,0,1
2628,2333,328,377,226,773,0.870026525198939,3409.8,0,0,0,1,1,0,0
913,3422,564,316,653,1823,1.7848101265822784,1441.29,0,1,0,0,1,0,0
2131,4297,421,408,125,16,1.0318627450980393,3064.82,0,0,1,0,1,0,0
422,4318,365,98,438,1218,3.7244897959183674,905.37,1,0,0,0,0,1,0
3069,2201,680,248,564,1033,2.7419354838709675,6047.89,1,0,0,0,1,0,0
1003,1406,626,47,646,514,13.319148936170214,5148.3,1,0,0,0,1,0,0
1641,1737,974,370,665,293,2.6324324324324326,3189.7,0,1,0,0,0,1,0
3603,1240,238,88,347,1108,2.7045454545454546,6844.67,0,1,0,0,1,0,0
2753,715,738,354,698,1979,2.0847457627118646,4583.2,1,0,0,0,0,1,0
2576,4752,273,336,183,1233,0.8125,3431.29,0,1,0,0,0,1,0
3440,4309,939,355,351,58,2.6450704225352113,6688.94,0,0,1,0,0,1,0
4343,1666,496,261,515,985,1.9003831417624522,7139.6,0,0,1,0,1,0,0
1241,1076,570,337,378,851,1.6913946587537092,2004.27,0,0,0,1,0,0,1
949,4896,361,475,708,1536,0.76,1186.53,0,1,0,0,1,0,0
466,1416,451,158,465,1642,2.8544303797468356,946.16,0,1,0,0,0,0,1
2997,2439,644,25,678,648,25.76,26410.11,1,0,0,0,0,0,1
1189,4456,468,376,340,1844,1.2446808510638299,1669.22,0,0,1,0,0,1,0
4141,2196,824,332,141,1355,2.4819277108433737,7432.62,0,1,0,0,0,1,0
2138,478,34,330,111,461,0.10303030303030303,2237.75,0,1,0,0,0,1,0
2960,3565,140,278,261,1613,0.5035971223021583,3545.76,0,1,0,0,0,1,0
4370,2371,950,127,188,969,7.480314960629921,14825.61,1,0,0,0,1,0,0
1954,1146,379,201,371,1349,1.8855721393034826,3217.98,0,0,1,0,1,0,0
4783,1107,445,326,358,1234,1.3650306748466257,6769.19,0,1,0,0,0,0,1
594,209,233,297,273,1768,0.7845117845117845,749.88,0,1,0,0,1,0,0
3282,2871,620,405,697,1149,1.5308641975308641,5176.15,1,0,0,0,1,0,0
1884,3983,361,360,604,692,1.0027777777777778,2649.43,0,0,0,1,0,0,1
3610,2700,811,306,449,1486,2.650326797385621,6694.16,1,0,0,0,1,0,0
3886,3343,494,203,706,290,2.4334975369458127,7033.02,0,1,0,0,1,0,0
4230,1105,206,498,417,1238,0.41365461847389556,4842.16,0,0,1,0,0,1,0
1098,4893,118,401,388,1456,0.2942643391521197,1293.17,0,0,1,0,0,1,0
4569,405,869,452,338,1121,1.9225663716814159,7893.48,0,1,0,0,0,0,1
1551,1058,229,290,311,920,0.7896551724137931,1974.32,0,0,0,1,0,1,0
1851,1053,785,398,329,249,1.9723618090452262,3176.63,1,0,0,0,1,0,0
2380,2768,932,310,47,1527,3.0064516129032257,4686.12,0,1,0,0,0,1,0
4900,3638,729,395,656,733,1.8455696202531646,7614.99,0,1,0,0,0,1,0
4758,2777,328,435,149,525,0.7540229885057471,6184.19,0,1,0,0,0,0,1
3034,1730,91,259,350,1529,0.35135135135135137,3491.44,1,0,0,0,1,0,0
3834,1891,546,431,323,1842,1.2668213457076567,5692.39,0,0,1,0,0,0,1
3446,2703,707,240,120,1115,2.9458333333333333,6977.46,1,0,0,0,1,0,0
1973,2071,441,12,398,705,36.75,25969.81,0,1,0,0,1,0,0
4634,166,906,183,646,1735,4.950819672131147,12020.85,0,0,1,0,1,0,0
3903,934,17,249,197,772,0.06827309236947791,4175.12,0,0,0,1,0,1,0
2079,305,645,495,413,576,1.303030303030303,3007.49,0,1,0,0,0,0,1
798,2933,158,415,439,842,0.38072289156626504,915.55,0,0,1,0,1,0,0
1412,4350,107,113,37,744,0.9469026548672567,1928.76,0,0,1,0,0,1,0
3062,1814,737,298,187,1763,2.4731543624161074,5775.5,0,0,1,0,0,0,1
3038,1632,110,253,420,167,0.43478260869565216,3488.46,0,1,0,0,0,1,0
4887,3245,739,297,460,1275,2.4882154882154883,9372.97,0,0,0,1,0,1,0
2400,3220,376,376,110,1471,1.0,3333.35,0,0,1,0,1,0,0
3297,807,471,282,187,1210,1.6702127659574468,5335.08,0,1,0,0,0,0,1
226,278,934,129,471,249,7.24031007751938,788.5,0,0,1,0,0,1,0
1291,212,423,347,78,1808,1.219020172910663,1851.99,1,0,0,0,0,1,0
2739,856,268,449,374,340,0.5968819599109132,3252.48,0,0,1,0,0,1,0
4489,996,912,268,330,1470,3.4029850746268657,9788.74,0,1,0,0,0,1,0
4016,2968,365,79,125,1162,4.620253164556962,10416.89,0,0,1,0,1,0,0
1466,258,20,442,316,109,0.04524886877828054,1510.03,0,0,1,0,1,0,0
1119,885,425,192,320,830,2.2135416666666665,1866.58,1,0,0,0,0,0,1
4179,1903,580,470,475,417,1.2340425531914894,5803.89,1,0,0,0,0,1,0
4614,1939,259,256,489,1991,1.01171875,6209.27,0,1,0,0,1,0,0
4639,3268,661,127,514,426,5.2047244094488185,12980.68,0,0,0,1,0,0,1
784,2398,856,40,334,1068,21.4,5818.72,0,0,0,1,0,0,1
3729,4178,559,474,71,1966,1.1793248945147679,5454.09,0,0,0,1,1,0,0
2987,1642,131,158,465,342,0.8291139240506329,4048.83,0,0,0,1,1,0,0
1562,4308,929,25,376,1003,37.16,20514.16,0,1,0,0,0,1,0
4186,4454,74,282,8,1873,0.2624113475177305,4552.66,0,1,0,0,1,0,0
2361,2254,667,361,696,201,1.8476454293628808,3918.93,1,0,0,0,1,0,0
4280,674,311,394,164,378,0.7893401015228426,5798.46,1,0,0,0,1,0,0
2941,3138,134,377,295,1128,0.35543766578249336,3293.78,0,0,0,1,0,0,1
1867,1481,321,111,358,458,2.891891891891892,3497.8,1,0,0,0,1,0,0
4280,1322,200,81,81,991,2.4691358024691357,8101.28,0,1,0,0,0,0,1
3660,2574,784,202,275,1439,3.881188118811881,8432.43,0,0,0,1,0,0,1
2212,1601,882,331,617,901,2.6646525679758306,4237.56,0,0,1,0,1,0,0
4858,958,459,120,540,632,3.825,11438.7,0,0,1,0,0,0,1
726,3674,817,302,47,1426,2.705298013245033,1416.45,0,0,1,0,0,1,0
4259,3829,703,417,392,1414,1.685851318944844,6667.89,1,0,0,0,0,1,0
3514,3065,168,356,567,1386,0.47191011235955055,4186.32,0,0,0,1,0,0,1
1475,3291,362,349,79,1458,1.0372492836676217,1961.97,0,0,1,0,1,0,0
1281,1696,829,376,513,1407,2.2047872340425534,2193.01,0,0,0,1,1,0,0
590,1661,999,327,680,1052,3.055045871559633,1181.11,0,1,0,0,0,0,1
3829,2622,808,286,23,1131,2.825174825174825,7258.98,0,0,1,0,1,0,0
3634,2699,683,115,228,1816,5.939130434782609,11034.68,0,0,1,0,0,0,1
3396,2491,272,46,438,1989,5.913043478260869,9431.33,0,0,1,0,0,1,0
2040,2775,738,300,298,540,2.46,3753.65,0,1,0,0,0,0,1
4508,2283,921,431,260,1210,2.136890951276102,7968.76,0,0,0,1,0,0,1
1982,376,415,190,676,195,2.1842105263157894,3520.92,0,0,1,0,0,1,0
3087,3982,702,152,10,1170,4.618421052631579,7838.17,0,0,1,0,0,1,0
3259,3704,612,123,628,772,4.975609756097561,8457.0,0,0,0,1,0,0,1
4875,2178,26,247,158,872,0.10526315789473684,5490.84,1,0,0,0,0,1,0
4630,4442,646,435,158,689,1.4850574712643678,6912.9,1,0,0,0,0,1,0
781,4606,269,103,320,128,2.6116504854368934,1497.4,0,0,1,0,1,0,0
1173,4177,966,269,202,1920,3.591078066914498,2662.5,0,0,1,0,0,1,0
2487,4268,899,116,121,106,7.75,8375.44,1,0,0,0,0,1,0
2494,1220,364,253,139,1440,1.4387351778656126,3908.61,1,0,0,0,0,0,1
2793,4868,498,432,674,352,1.1527777777777777,4050.62,0,0,1,0,0,1,0
1470,2623,223,344,567,1407,0.6482558139534884,1864.15,0,0,0,1,0,0,1
4844,3470,248,32,339,1747,7.75,16707.71,1,0,0,0,1,0,0
4440,4482,189,370,260,1373,0.5108108108108108,5583.42,0,0,1,0,0,0,1
2256,2008,428,280,433,1505,1.5285714285714285,3305.03,0,1,0,0,0,0,1
2680,3620,693,483,44,834,1.434782608695652,3999.11,0,0,0,1,1,0,0
4491,4407,152,149,159,314,1.0201342281879195,6309.22,0,0,1,0,1,0,0
2259,4596,326,475,355,1547,0.6863157894736842,2945.08,0,1,0,0,0,1,0
3348,4850,253,463,98,1903,0.5464362850971922,3975.67,1,0,0,0,0,0,1
3831,3205,241,393,538,1001,0.6132315521628499,4557.38,0,1,0,0,0,0,1
3929,597,693,91,710,1384,7.615384615384615,13941.35,0,1,0,0,0,0,1
1727,3687,798,386,609,1345,2.0673575129533677,2916.15,0,1,0,0,1,0,0
3572,4293,598,447,239,384,1.337807606263982,5077.44,1,0,0,0,0,0,1
127,2513,312,353,475,1002,0.8838526912181303,162.05,0,1,0,0,0,1,0
2085,3900,340,431,524,17,0.7888631090487239,2743.62,1,0,0,0,1,0,0
4253,562,570,165,557,1394,3.4545454545454546,9165.41,0,0,1,0,0,0,1
1621,2860,958,344,392,1872,2.7848837209302326,3229.38,0,1,0,0,1,0,0
396,3557,257,28,9,1090,9.178571428571429,1491.11,0,0,0,1,1,0,0
2281,372,292,78,513,886,3.7435897435897436,5263.3,0,0,1,0,1,0,0
3502,1250,296,457,389,1137,0.6477024070021882,4553.56,1,0,0,0,0,0,1
2396,3489,949,141,210,1668,6.7304964539007095,7556.73,0,0,1,0,0,0,1
2697,118,41,265,54,1440,0.15471698113207547,2843.82,0,1,0,0,0,1,0
1001,1716,509,218,616,71,2.334862385321101,1863.31,1,0,0,0,1,0,0
1198,3278,679,19,152,1949,35.73684210526316,14142.96,0,1,0,0,0,0,1
1777,4181,539,149,410,1085,3.61744966442953,3924.33,0,0,1,0,0,0,1
2981,511,390,462,10,444,0.8441558441558441,3920.17,0,0,0,1,0,1,0
4966,841,72,144,552,969,0.5,6187.81,0,0,1,0,0,0,1
1478,2771,137,264,556,1338,0.5189393939393939,1793.95,0,0,1,0,0,0,1
1348,2879,537,309,268,483,1.7378640776699028,2147.0,0,1,0,0,0,0,1
3835,2724,172,416,667,1268,0.41346153846153844,4690.31,0,0,0,1,1,0,0
4341,614,967,267,451,1845,3.6217228464419478,9930.73,0,1,0,0,0,1,0
1364,306,260,103,594,517,2.5242718446601944,2528.59,0,1,0,0,0,1,0
2007,1047,658,381,197,1394,1.727034120734908,3185.39,0,1,0,0,0,1,0
1158,2541,839,250,398,317,3.356,2517.01,1,0,0,0,0,0,1
2849,1928,304,246,52,1045,1.2357723577235773,4229.77,0,1,0,0,0,0,1
2148,3698,188,174,469,698,1.0804597701149425,2935.09,0,0,0,1,0,0,1
4348,2267,238,334,368,721,0.7125748502994012,5581.58,0,1,0,0,1,0,0
2576,1756,892,157,374,231,5.681528662420382,7074.05,0,1,0,0,1,0,0
4116,701,403,227,59,1550,1.775330396475771,6709.09,0,0,0,1,0,1,0
4703,811,701,437,294,864,1.6041189931350115,7547.23,0,0,1,0,1,0,0
3297,1303,405,117,110,1615,3.4615384615384617,6846.83,0,1,0,0,1,0,0
4686,1491,81,240,542,1493,0.3375,5327.16,0,0,1,0,0,0,1
3653,2796,327,79,107,1718,4.139240506329114,8556.83,0,1,0,0,0,0,1
4540,3372,908,230,297,1102,3.9478260869565216,10755.0,0,1,0,0,0,1,0
1861,3231,604,83,95,1833,7.27710843373494,6357.06,1,0,0,0,0,0,1
320,3830,388,188,719,1808,2.0638297872340425,534.55,0,0,0,1,0,0,1
4918,2766,916,89,684,563,10.292134831460674,20591.59,0,0,0,1,1,0,0
4723,649,145,363,472,769,0.39944903581267216,5656.94,0,0,1,0,0,1,0
2988,4841,739,168,79,808,4.398809523809524,7263.71,1,0,0,0,1,0,0
1764,4082,630,365,250,530,1.726027397260274,2836.33,0,1,0,0,0,1,0
4086,1344,387,178,339,290,2.1741573033707864,7189.02,1,0,0,0,0,1,0
4676,3986,928,323,57,1242,2.873065015479876,9192.75,0,0,0,1,0,0,1
3077,4112,128,398,147,1981,0.32160804020100503,3580.72,0,1,0,0,1,0,0
1971,2649,915,170,17,100,5.382352941176471,5610.97,0,1,0,0,1,0,0
1562,3304,539,436,368,149,1.2362385321100917,2327.21,0,0,1,0,0,0,1
444,945,853,412,709,1409,2.070388349514563,730.5,1,0,0,0,0,1,0
144,4645,944,41,189,1179,23.024390243902438,1205.44,0,1,0,0,0,1,0
2168,143,675,130,644,1971,5.1923076923076925,5788.67,0,0,0,1,0,1,0
1614,758,532,224,248,395,2.375,2842.89,0,0,1,0,0,1,0
2698,4923,659,12,150,376,54.916666666666664,50123.26,0,0,0,1,0,0,1
1101,4030,396,394,714,102,1.0050761421319796,1506.19,0,0,1,0,0,1,0
1133,2967,583,237,213,1651,2.459915611814346,2121.71,1,0,0,0,1,0,0
2140,3747,592,434,217,782,1.3640552995391706,3043.9,0,0,1,0,0,1,0
373,2882,582,485,6,92,1.2,522.63,1,0,0,0,0,1,0
2747,1791,653,57,670,1975,11.456140350877194,12219.43,1,0,0,0,0,1,0
1879,2325,582,176,587,411,3.3068181818181817,4022.27,0,1,0,0,0,0,1
4576,3166,913,398,395,406,2.2939698492462313,8430.05,1,0,0,0,0,1,0
578,2047,879,342,304,21,2.5701754385964914,1083.8,0,0,1,0,0,0,1
615,1465,278,20,558,632,13.9,3375.72,0,0,1,0,1,0,0
4386,3230,533,247,411,1432,2.1578947368421053,7258.9,0,1,0,0,0,1,0
1291,4633,556,287,403,19,1.9372822299651569,2144.15,0,0,1,0,0,1,0
2768,4621,495,250,380,1560,1.98,4644.66,1,0,0,0,1,0,0
1511,1067,447,480,452,1562,0.93125,1940.67,0,0,1,0,0,1,0
3380,1504,572,201,229,153,2.845771144278607,6755.83,0,0,0,1,0,1,0
371,585,564,21,694,301,26.857142857142858,3453.72,0,0,0,1,0,0,1
242,1855,749,62,505,1900,12.080645161290322,1200.01,0,1,0,0,0,0,1
3432,3730,120,64,595,413,1.875,5578.57,1,0,0,0,1,0,0
887,3068,331,318,145,202,1.0408805031446542,1279.87,0,0,1,0,0,0,1
1781,1679,536,30,50,139,17.866666666666667,11567.53,0,1,0,0,0,0,1
722,2895,186,28,424,1816,6.642857142857143,2173.43,0,1,0,0,1,0,0
3941,150,683,462,100,24,1.4783549783549783,6246.31,1,0,0,0,1,0,0
3776,1759,560,353,343,12,1.5864022662889519,5708.97,0,1,0,0,0,1,0
2672,4400,547,359,651,135,1.5236768802228413,4140.74,0,0,0,1,0,1,0
3360,2887,633,465,526,936,1.3612903225806452,4909.43,0,1,0,0,0,1,0
4812,4728,974,331,13,81,2.9425981873111784,9639.43,0,0,1,0,0,1,0
166,2255,953,324,172,1379,2.941358024691358,331.11,0,0,0,1,0,0,1
4386,4446,482,442,489,1094,1.090497737556561,6232.57,0,0,0,1,0,0,1
4716,4330,572,491,359,1228,1.164969450101833,6375.94,0,0,0,1,1,0,0
1240,3261,888,68,106,591,13.058823529411764,6607.78,0,0,1,0,1,0,0
2414,1714,397,160,189,992,2.48125,4412.48,1,0,0,0,0,0,1
2632,2836,107,268,529,1303,0.39925373134328357,3100.17,0,1,0,0,0,1,0
3680,506,420,449,50,711,0.9354120267260579,4906.4,0,1,0,0,0,1,0
1287,3479,384,381,249,1403,1.0078740157480315,1841.97,0,0,0,1,0,1,0
4571,4297,179,67,410,1318,2.671641791044776,8894.69,0,0,0,1,0,1,0
4848,1484,65,225,391,1439,0.28888888888888886,5432.21,0,1,0,0,1,0,0
3439,3795,742,71,379,797,10.450704225352112,15334.6,0,0,1,0,0,0,1
648,4599,334,155,227,1452,2.1548387096774193,1113.52,0,0,0,1,1,0,0
4187,3002,667,454,591,1180,1.4691629955947136,6557.24,0,0,0,1,0,0,1
172,1729,966,391,213,1612,2.4705882352941178,300.41,0,0,1,0,0,1,0
298,3362,269,248,529,731,1.0846774193548387,409.01,1,0,0,0,1,0,0
3301,1126,650,302,346,1860,2.152317880794702,5665.94,0,0,0,1,0,0,1
1881,3089,571,191,419,277,2.9895287958115184,3833.54,1,0,0,0,0,0,1
671,2324,349,378,84,1289,0.9232804232804233,872.48,0,0,1,0,0,0,1
890,3020,847,104,197,49,8.14423076923077,3152.24,0,1,0,0,0,0,1
1738,4415,413,87,530,610,4.747126436781609,4518.13,0,1,0,0,0,1,0
1931,4368,541,458,221,293,1.1812227074235808,2635.38,1,0,0,0,0,1,0
1955,2883,183,151,176,1045,1.2119205298013245,2719.41,0,0,0,1,0,0,1
1274,1513,804,114,584,1468,7.052631578947368,4268.57,0,1,0,0,0,0,1
3840,4697,547,270,603,1559,2.025925925925926,6714.41,0,0,1,0,0,0,1
3377,3748,169,104,322,472,1.625,5389.4,0,0,0,1,0,1,0
278,2908,19,232,535,1162,0.08189655172413793,299.84,1,0,0,0,1,0,0
2344,3431,603,487,394,230,1.2381930184804928,3246.54,1,0,0,0,0,0,1
4186,2278,265,493,640,838,0.537525354969574,5263.14,1,0,0,0,1,0,0
834,897,626,199,571,1429,3.1457286432160805,1641.17,1,0,0,0,0,1,0
898,2946,661,138,324,357,4.7898550724637685,2272.66,0,0,1,0,0,1,0
887,1029,723,328,85,541,2.2042682926829267,1481.0,0,1,0,0,0,1,0
2895,4918,353,204,427,827,1.7303921568627452,4709.95,1,0,0,0,0,1,0
4404,3191,545,29,268,936,18.79310344827586,30705.34,0,1,0,0,0,1,0
4688,2362,382,308,112,1045,1.2402597402597402,7016.1,0,1,0,0,1,0,0
3184,1433,444,249,628,1878,1.783132530120482,4955.06,1,0,0,0,1,0,0
3018,1374,943,244,398,1635,3.8647540983606556,7051.01,0,0,0,1,1,0,0
